uid,text
3ab94767fe39-6,I was going to the window.
3ab94767fe39-7,"to say, how do you do?"
3ab94767fe39-8,But he shook his little tail.
3ab94767fe39-9,and away he flew.
3ab94767fe39-10,New words learnt from the poem.
3ab94767fe39-11,"Bird, Hop"
3ab94767fe39-12,Stop!
3ab94767fe39-13,Tail
3ab94767fe39-14,window
3ab94767fe39-15,Let's read.
3ab94767fe39-16,The bird flies out of the window.
3ab94767fe39-17,He must stop cutting trees.
3ab94767fe39-18,Page 44
3ab94767fe39-19,Reading is fun.
3ab94767fe39-20,What did the child see?
3ab94767fe39-21,What was the little bird doing?
3ab94767fe39-22,Let's talk!
3ab94767fe39-23,Do you see any birds around your school or your house?
3ab94767fe39-24,Have you tried talking to them?
3ab94767fe39-25,Let's do
3ab94767fe39-26,Join the letters from A to Z.
3ab94767fe39-27,Here you can see picture of a beautiful peacock with a huge tail in a dancing position. It's green and blue and yellow and orange.
3ab94767fe39-28,and you can see some dots on his tail. Connect them to make a picture.
3ab94767fe39-29,page 45
3ab94767fe39-30,Trace or were the dotted lines and letters.
3ab94767fe39-31,Now color the stars
3ab94767fe39-32,Here you can see five stars.
3ab94767fe39-33,with 5 different alphabets.
3ab94767fe39-34,Connect the dots to complete each alphabet.
3ab94767fe39-35,"In the first star, there is letter M. In the second star, there is letter N. And then there is P. And after that, there is Q."
3ab94767fe39-36,and then there is t.
3ab94767fe39-37,Say these words aloud.
3ab94767fe39-38,and talk about the picture.
3ab94767fe39-39,Then tick the right colour.
3ab94767fe39-40,Here you can see a picture of a house.
3ab94767fe39-41,and the house's roof is pink.
3ab94767fe39-42,The walls are yellow.
3ab94767fe39-43,The windows are brown.
3ab94767fe39-44,And the door is blue.
3ab94767fe39-45,There is a dustbin which is pink in color. The plants are green and the floor is grey. Roof.
3ab94767fe39-46,Door. Windows.
3ab94767fe39-47,"Walls, floor"
3ab94767fe39-48,"Plants, Dustbin"
3ab94767fe39-49,The roof is pink or blue.
3ab94767fe39-50,The walls are yellow or red.
3ab94767fe39-51,The windows are green or brown.
3ab94767fe39-52,The door is blue on grey.
3ab94767fe39-53,The dustbin is pink or green.
3ab94767fe39-54,The Plants are green or orange.
3ab94767fe39-55,The floor is gray or brown.
7cd20394895c-1,page 45.
7cd20394895c-2,Mittu and the yellow mango.
7cd20394895c-4,Listen and enjoy this story.
7cd20394895c-5,Mittu was a parrot. A green parrot.
7cd20394895c-6,with a red beak.
7cd20394895c-7,"One day, Mithu was flying."
7cd20394895c-8,He loved to fly. He Looked down.
7cd20394895c-9,He saw a big yellow mango on a tree.
7cd20394895c-10,"Mittu liked mangoes. I want to eat that yellow mango. He said, he flew down to the tree."
7cd20394895c-11,Caw caw. Go away. This is my tree.
7cd20394895c-12,said a voice. Mittu looked up. he saw a big black crow. Caw Caw Go go
7cd20394895c-13,The crow shouted. He had a very loud voice. Mittu was afraid of the crow. He flew away.
7cd20394895c-15,Page 47
7cd20394895c-16,Mittu saw a red balloon.
7cd20394895c-17,It was under a tree. He had an idea.
7cd20394895c-18,He picked up the red balloon. He was careful not to burst it.
7cd20394895c-19,He flew to the mango tree.
7cd20394895c-20,The crow was sitting on the tree.
7cd20394895c-21,Mittu went behind the tree.
7cd20394895c-22,He peacked the balloon with his red beak.
7cd20394895c-23,Pop. The balloon burst. It made a loud noise.Caw said the crow and he fell off the tree.
7cd20394895c-24,Caw Caw! A big gun is after me!
7cd20394895c-25,said the crow. He flew away. He never came back to the tree.
7cd20394895c-26,Page 47 Mittu came to the tree.
7cd20394895c-27,He ate a big yellow mango.
7cd20394895c-28,"Yummy, yummy, mmm, what a nice mango. He said, he was very happy, clever Mittu by Chitra Narendran."
7cd20394895c-29,New words learnt from the story
7cd20394895c-30,black crow
7cd20394895c-31,Mango parrot
7cd20394895c-32,Now let's read.
7cd20394895c-33,I like eating a mango.
7cd20394895c-34,I like feeding a crow.
7cd20394895c-35,Reading is fun!
7cd20394895c-36,What did Mittu see on the tree?
7cd20394895c-37,What did the big black crow say?
7cd20394895c-38,What did Mittu see under the tree.
7cd20394895c-39,Let's talk!
7cd20394895c-40,Do you like eating mangoes?
7cd20394895c-41,Do you like green mangoes? And why?
7cd20394895c-42,Do you like yellow mangoes? Why?
7cd20394895c-43,Page 49
7cd20394895c-44,Let's share!
7cd20394895c-45,Color the chili red and the parrot in colors of your choice.
7cd20394895c-46,"Here in the picture you can see an outline of a parrot. Color it with any color of your choice, but remember to color the chili red."
7cd20394895c-47,and now sing.
7cd20394895c-48,Parrot with a red beak. Can you really speak?
7cd20394895c-49,Mittu mittu mittu mittu
7cd20394895c-50,Trace the path of the Lady Bird.
7cd20394895c-52,Here in this picture you can see the lady bird.
7cd20394895c-53,trying to reach to the flower.
7cd20394895c-54,Trace the dots and help it reach the flower.
7cd20394895c-56,page 50
7cd20394895c-57,Match the fruit and vegetables to the trees they grow on. Here on the left side.
7cd20394895c-58,Here are some beautiful and juicy fruits. Banana.
7cd20394895c-59,coconut apple
7cd20394895c-60,grapes mango
7cd20394895c-61,"And on the right side, you can see a coconut tree."
7cd20394895c-62,An apple tree. Banana tree.
7cd20394895c-63,mango tree and a grapevine
7cd20394895c-65,Page 51
7cd20394895c-66,Learn to write.
7cd20394895c-67,Draw over the dotted lines.
7cd20394895c-68,Here you can see picture of a beat instrument.
7cd20394895c-69,Trace over the dotted lines to finish the picture.
7cd20394895c-70,See aloud bat
7cd20394895c-71,bed bit
7cd20394895c-72,Dot bun
7cd20394895c-73,Cat. Fed.
7cd20394895c-74,Hit. Hot.
7cd20394895c-75,Fun! Mat!
7cd20394895c-76,Red. Pit.
7cd20394895c-77,Pot... Run!
7cd20394895c-78,Choose a letter from the box and complete the words below.
7cd20394895c-79,"A, E, I, O, U"
7cd20394895c-80,s dash t
7cd20394895c-81,p dash g.
7cd20394895c-82,B dash G
7cd20394895c-83,D dash T S
7cd20394895c-84,dash n
7cd20394895c-85,F-dash-n
7cd20394895c-86,L dash G
7cd20394895c-87,s-dash-t
7cd20394895c-88,l dash t. b-dash-n
04cf2cb63a7d-1,page 51.
04cf2cb63a7d-2,Poem! Once I saw a little bird.
04cf2cb63a7d-3,"Story, Mittu and the Yellow Mango"
04cf2cb63a7d-4,"Teacher's pages, Unit 5"
04cf2cb63a7d-5,"The children look forward to this active approach of hearing, doing and participating."
04cf2cb63a7d-6,Now they can be given the freedom to choose their groups and tasks.
04cf2cb63a7d-7,Group can be divided into those who want to.
04cf2cb63a7d-8,"One, taste something, tangy like lemon."
04cf2cb63a7d-9,2. Sweet like a sugar
04cf2cb63a7d-10,3. Bitter like Neem or bitter gourd or 4 salt. Let them make Nimbu pani with the required ingredients and drink it. Shared activities will foster healthy relationships.
04cf2cb63a7d-11,"Material required, two lemons, a little sugar, a little salt, neem leaves and drinking water."
04cf2cb63a7d-13,Develop reading skills.
04cf2cb63a7d-14,"By this time, children should be able to read a few words."
04cf2cb63a7d-15,involve them in a reading activity.
04cf2cb63a7d-16,laying emphasis on the highlighted words in the text.
04cf2cb63a7d-17,Develop pronunciation.
04cf2cb63a7d-18,Say aloud with the children.
04cf2cb63a7d-19,Stop says the red light
04cf2cb63a7d-20,Go says the green.
04cf2cb63a7d-21,"Wait, says the yellow light."
04cf2cb63a7d-22,Blinking in between.
04cf2cb63a7d-23,Exposure to language
04cf2cb63a7d-24,"Display, sight words in the classroom."
04cf2cb63a7d-25,Sight word vocabulary is developed by using words repeatedly in meaningful contexts.
04cf2cb63a7d-26,Let children read these.
04cf2cb63a7d-27,chilli mango
04cf2cb63a7d-28,Parrot. develop
04cf2cb63a7d-29,speaking skills One.
04cf2cb63a7d-30,The peacock is our national bird.
04cf2cb63a7d-31,The male bird has a beautiful tail.
04cf2cb63a7d-32,The female is called a peahen.
04cf2cb63a7d-33,encourage children to talk about other birds they see in their school
04cf2cb63a7d-34,or near their homes. 3
04cf2cb63a7d-35,Conversation based on roleplay
04cf2cb63a7d-36,"At this stage, children should be able to identify different sounds in their environment."
04cf2cb63a7d-37,Ask them to imagine that they are birds and let them call out to another bird.
04cf2cb63a7d-38,and encourage them to listen to sounds of nature. Like.
04cf2cb63a7d-39,chirping of birds
04cf2cb63a7d-40,rainfall
04cf2cb63a7d-41,"When blowing, etc."
04cf2cb63a7d-42,Page 53
04cf2cb63a7d-43,Act out a scene when the children are birds flying in the sky.
04cf2cb63a7d-44,The children may be taken out and given their food outdoors.
04cf2cb63a7d-45,Let them be motivated to talk about different tastes after the meal or have a conversation about nimbu pani if the activity has been done.
04cf2cb63a7d-46,Develop writing skills or fine motor coordination. 1.
04cf2cb63a7d-47,Write the following words and numbers on the blackboard.
04cf2cb63a7d-48,Hop! Stop!
04cf2cb63a7d-49,Shop
04cf2cb63a7d-50,mob
04cf2cb63a7d-51,and digits from 1 to 10.
04cf2cb63a7d-52,"Use activity sheets and you can also start using a notebook to further encourage the patterns as on pages 43, 44, 48, 49 and 50. 2."
04cf2cb63a7d-53,Show the children how to draw a bird or make a bird with clay or play dough.
04cf2cb63a7d-54,Raising awareness
04cf2cb63a7d-55,Tell the class that birds are our friends. We can feed them with some grains or breadcrumbs.
4b41f9df012f-0,Page number ten.
4b41f9df012f-1,Chapter 7
4b41f9df012f-2,Animals and birds.
4b41f9df012f-3,Look at these pictures!
4b41f9df012f-4,A dog. A rat.
4b41f9df012f-5,A duck a sparrow.
4b41f9df012f-6,A hen. A cat.
4b41f9df012f-7,a donkey a crow
4b41f9df012f-8,A frog!
4b41f9df012f-9,which of these are animals. Point them out.
4b41f9df012f-10,Which of these are birds? Point them out.
4b41f9df012f-11,Page number 12
4b41f9df012f-12,Let's try this. 1.
4b41f9df012f-13,Match the pictures with the words.
4b41f9df012f-14,On the left there are the words.
4b41f9df012f-15,Sparrow. Horse.
4b41f9df012f-16,Swan
4b41f9df012f-17,Cat Buffalo
4b41f9df012f-18,And on the right there are pictures.
4b41f9df012f-19,"a buffalo, a swan,"
4b41f9df012f-20,A horse.
4b41f9df012f-21,a sparrow. a cat
4b41f9df012f-22,Page number 12. 3
4b41f9df012f-23,Say the names of animals and birds.
4b41f9df012f-24,"Now, write the name of animals on the dotted line."
4b41f9df012f-25,"And on the right side, write the names of birds along the dotted line."
4b41f9df012f-26,3
4b41f9df012f-27,Trace these letters
4b41f9df012f-28,"small letter M, now trace along the dotted line small letter N."
4b41f9df012f-29,"Now, trace along the dotted line, small letter R."
4b41f9df012f-30,now trace along the dotted line. to the teacher.
4b41f9df012f-31,Ask the children to say the names of birds and animals that they know.
4b41f9df012f-32,Write down the names of birds and animals in separate boxes on the Blackboard.
4b41f9df012f-33,as shown above
4b41f9df012f-34,Colorful charts can be shown.
4b41f9df012f-36,Page number 14
4b41f9df012f-37,Chapter 8
4b41f9df012f-38,Fruits and vegetables
4b41f9df012f-39,Look at these. On the left side...
4b41f9df012f-40,There's a potato. And on the right side...
4b41f9df012f-41,There is an apple.
4b41f9df012f-42,"On the left side again, there is a brinjal."
4b41f9df012f-43,and on the right side we have an orange.
4b41f9df012f-44,"On the left side, there is a banana. On the right side again."
4b41f9df012f-45,We have pees!
4b41f9df012f-46,"On the left side again, there are beans."
4b41f9df012f-47,"On the right side, a pumpkin."
4b41f9df012f-48,"On the left, there's a guava."
4b41f9df012f-49,"and on the right, a lemon."
4b41f9df012f-50,page number 15
4b41f9df012f-51,Say the names of vegetables and fruits that you know.
4b41f9df012f-52,Help your teacher put them in the right baskets.
4b41f9df012f-53,"On the left, there's a table for vegetables."
4b41f9df012f-54,Now write the name of vegetables. And on the right side...
4b41f9df012f-55,We have a bucket for fruits.
4b41f9df012f-56,"Ride the names of fruit, you know."
4b41f9df012f-57,"Answer these questions. First, one."
4b41f9df012f-58,Which fruit do you like? 3
4b41f9df012f-59,Which vegetable do you like? To the teacher
4b41f9df012f-60,"Help the children, name fruits and vegetables."
4b41f9df012f-62,Write them on the blackboard as shown above.
4b41f9df012f-63,Ask them what their favourite fruits and vegetables are. Pge Numer
4b41f9df012f-64,15. 3
4b41f9df012f-65,Here are some pictures given and say what they are.
4b41f9df012f-66,This is an Apple
4b41f9df012f-67,This is an
4b41f9df012f-68,Onion This is a...
4b41f9df012f-69,Tomato This is a...
4b41f9df012f-70,Brinjal
4b41f9df012f-71,This is a... Watermelon. 3.
4b41f9df012f-72,Complete these pictures by joining the dots.
4b41f9df012f-73,Now connect the dots to make a banana.
4b41f9df012f-74,and connect the dots to make...
4b41f9df012f-75,A Brinjal
4b41f9df012f-76,"And again, connect the dots to make a tomato. To the teacher."
4b41f9df012f-77,Write the sentences on the board.
4b41f9df012f-78,Read them aloud and make the children repeat them.
4b41f9df012f-79,Help the children join the dots and complete the drawings.
4b41f9df012f-80,Page number 17
4b41f9df012f-81,Let's try this one
4b41f9df012f-82,Match the pictures with the words on the left.
4b41f9df012f-83,There are names of fruit and vegetables. Potato
4b41f9df012f-84,Melon Cabbage
4b41f9df012f-85,Coconut Banana
4b41f9df012f-86,Chilli. On the right side we have...
4b41f9df012f-87,pictures of fruits and vegetables given. Cabbage
4b41f9df012f-88,"chillis, banana"
4b41f9df012f-89,Potato Watermelon
4b41f9df012f-90,Coconut To the Teacher
4b41f9df012f-91,Help the children draw lines to connect the words with the pictures.
4b41f9df012f-92,Page number 17. 2.
4b41f9df012f-93,trace these letters small letter S
4b41f9df012f-94,Trace along the dotted lines.
4b41f9df012f-95,Small letter U trace along the dotted lines. Small letter V.
4b41f9df012f-96,Now trace along the dotted lines. Small letter
4b41f9df012f-97,"W, now trace along the dotted lines. Small letter Z."
4b41f9df012f-98,Now trace along the dotted lines. Small little X.
4b41f9df012f-99,Now trace along the dotted lines. Page number
4b41f9df012f-100,18 3
4b41f9df012f-101,Color these pictures.
4b41f9df012f-102,Here are 4 pictures given.
4b41f9df012f-103,of different fruits and vegetables. Color these sketches.
4b41f9df012f-104,with beautiful colors.
4b41f9df012f-105,Pomegranate
4b41f9df012f-106,Brinjal
4b41f9df012f-107,Apple Banana
4b41f9df012f-108,Page number 20
4b41f9df012f-109,4. What did you have for lunch today?
4b41f9df012f-110,Did you have rice?
4b41f9df012f-111,Or did you have bread?
4b41f9df012f-112,or roti.
4b41f9df012f-113,Did you have pickle?
4b41f9df012f-114,"Or you have, pulses!"
4b41f9df012f-115,Did you enjoy some sweets?
4b41f9df012f-116,and milk.
4b41f9df012f-117,Did you have some vegetables?
4b41f9df012f-118,or you have curd.
4b41f9df012f-119,Or did you have some fruits. to the teacher?
4b41f9df012f-120,Let the children say what they had for lunch.
4b41f9df012f-121,in English.
4b41f9df012f-122,Sing the alphabet with them pointing to the letters in the right margin.
d494f4d97eb5-1,Page number 21
d494f4d97eb5-2,Chapter 9
d494f4d97eb5-3,Who am I? I am.
d494f4d97eb5-4,Mani
d494f4d97eb5-5,My name is Hussein.
d494f4d97eb5-6,I am Molly.
d494f4d97eb5-7,I am Kala.
d494f4d97eb5-8,Let's play. 1.
d494f4d97eb5-9,1. one by one say your names. 2. Sit.
d494f4d97eb5-10,"in a circle with your teacher in the center, teacher calls a child's name and quickly throws the ball at him or her."
d494f4d97eb5-11,The child becomes alert and catches the ball. To the teacher.
